Study_id,Title,Year,Journal,DOI,Reference
6b3752a51eb919903e6d0a634e43aad02beccbfd,Early life history of tropical Anguilla leptocephali in the western Pacific Ocean,2001,Marine Biology,10.1007/S002270000532,"Arai, T.  Aoyama, J.  Ishikawa, S.  Miller, M.  Otake, T.  Inagaki, T.  & Tsukamoto, K. (2001). Early life history of tropical Anguilla leptocephali in the western Pacific Ocean. Marine Biology, 138(5), 887-895."
6b70fa2778440b642314b964910e8d7481fda3b8,Movements of selected minnows between the lower Yellowstone River and its tributaries,2021,Canadian Journal of Zoology,10.1139/cjz-2020-0040,"Duncan, M. B., Bramblett, R. G., & Zale, A. V. (2021). Movements of selected minnows between the lower Yellowstone River and its tributaries. Canadian Journal of Zoology, 99(1), 45-56."
6b7d611758fefe83c45796b91c3b2a649cd5bc95,"Comparing naturally occurring stable isotopes of nitrogen, carbon, and strontium as markers for the rearing locations of Atlantic salmon (Salmo salar)",2005,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/F04-184,"Kennedy, B. P., Chamberlain, C. P., Blum, J. D., Nislow, K. H., & Folt, C. L. (2005). Comparing naturally occurring stable isotopes of nitrogen, carbon, and strontium as markers for the rearing locations of Atlantic salmon (Salmo salar). Canadian Journal of Fisheries and Aquatic Sciences, 62(1), 48-57."
6ba7b8f11e1f7d59893edf50708297ed0055a2bc,Stock structure of the goldband snapper Pristipomoides multidens (Pisces: Lutjanidae) from the waters of northern and western Australia by stable isotope ratio analysis of sagittal otolith carbonate,2000,Marine Ecology Progress Series,10.3354/MEPS198239,"Newman, S. J., Steckis, R. A., Edmonds, J. S., & Lloyd, J. (2000). Stock structure of the goldband snapper Pristipomoides multidens (Pisces: Lutjanidae) from the waters of northern and western Australia by stable isotope ratio analysis of sagittal otolith carbonate. Marine Ecology Progress Series, 198, 239-247."
6bf4a91cde4740267747d8c5e1d3e433ecc7f8b0,Decoding fingerprints: elemental composition of vertebrae correlates to age-related habitat use in two morphologically similar sharks,2011,Marine Ecology Progress Series,10.3354/MEPS09222,"Tillett, B. J., Meekan, M. G., Parry, D., Munksgaard, N., Field, I. C., Thorburn, D., & Bradshaw, C. J. (2011). Decoding fingerprints: elemental composition of vertebrae correlates to age-related habitat use in two morphologically similar sharks. Marine Ecology Progress Series, 434, 133-142."
6c1a307871d1a0cad9956de04165981478533d58,Consistency of elemental and isotope-ratio patterns across multiple scales from individual fish.,2017,Journal of Fish Biology,10.1111/jfb.13392,"Seeley, M. E.  Logan, W. K.  & Walther, B. D. (2017). Consistency of elemental and isotope-ratio patterns across multiple scales from individual fish. Journal of Fish Biology, 91(3), 928-946."
6c22e90a4cc64e74766047a1b964dddcafc5f0db,"Bioaccumulation of Tl in otoliths of Trout-perch (Percopsis omiscomaycus) from the Athabasca River, upstream and downstream of bitumen mining and upgrading.",2019,The Science of the total environment,10.1016/j.scitotenv.2018.09.318,"Shotyk, W., Bicalho, B., Cuss, C. W., Grant-Weaver, I., Nagel, A., Noernberg, T., ... & Sinnatamby, N. R. (2019). Bioaccumulation of Tl in otoliths of Trout-perch (Percopsis omiscomaycus) from the Athabasca River, upstream and downstream of bitumen mining and upgrading. Science of the Total Environment, 650, 2559-2566."
6c4781b487372b276411cf336ec0250578a6783e,Population structure and ontogenetic habitat use of Micropogonias furnieri in the Southwestern Atlantic Ocean inferred by otolith chemistry,2021,Fisheries Research,10.1016/J.FISHRES.2021.105953,"Avigliano, E.  Alves, N. M.  Rico, M. R.  Ruarte, C. O.  D'Atri, L.  Mendez, A.  . . & Borstelmann, C. (2021). Population structure and ontogenetic habitat use of Micropogonias furnieri in the Southwestern Atlantic Ocean inferred by otolith chemistry. Fisheries Research, 240, 105953."
6ce527d9ef86cdeabc1b99538f87deef7c504258,Misidentification of the migratory history of anguillid eels by Sr/Ca ratios of vaterite otoliths,2007,Marine Ecology Progress Series,10.3354/MEPS07022,"Tzeng, W. N.  Chang, C. W.  Wang, C. H.  Shiao, J. C.  Iizuka, Y.  Yang, Y. J.  . . & Lozys, L. (2007). Misidentification of the migratory history of anguillid eels by Sr/Ca ratios of vaterite otoliths. Marine Ecology Progress Series, 348, 285-295."
6d0a6bf4db86740e17bc67003518d8677ae751ce,"Otolith elemental characteristics of whitefish (Coregonus lavaretus) from brackish waters of the Gulf of Bothnia, Baltic Sea",2017,Ecology of Freshwater Fish,10.1111/EFF.12255,"Hagerstrand, H.  Himberg, M.  Jokikokko, E.  von Numers, M.  Mrowczynska, L.  Vasemagi, A.  . . & Lill, J. O. (2017). Otolith elemental characteristics of whitefish (Coregonus lavaretus) from brackish waters of the Gulf of Bothnia, Baltic Sea. Ecology of freshwater fish, 26(1), 66-74."
6d1bbd0086874ead73843b9c30d37ac97f732cea,Use of stable isotope analysis to evaluate the possible impact of fish migration on a lake biomanipulation,2008,Aquatic Conservation-marine and Freshwater Ecosystems,10.1002/AQC.892,"Syvaranta, J.  Keskinen, T.  Hamalainen, H.  Karjalainen, J.  & Jones, R. I. (2008). Use of stable isotope analysis to evaluate the possible impact of fish migration on a lake biomanipulation. Aquatic Conservation: Marine and Freshwater Ecosystems, 18(5), 703-713."
6d1d37e99c584d3c99e6d3aa148b20a9ba7c6a7f,Differences of tributyltin accumulation in the masu salmon Oncorhynchus masou between sea-run and freshwater-resident types,2006,Journal of Fish Biology,10.1111/J.0022-1112.2006.00959.X,"Ohji, M.  Arai, T.  & Miyazaki, N. (2006). Differences of tributyltin accumulation in the masu salmon Oncorhynchus masou between sea-run and freshwater-resident types. Journal of Fish Biology, 68(3), 931-939."
6d6f9201648b355c3eb02c1c4bb60004c3c56c19,European flounder foraging movements in an estuarine nursery seascape inferred from otolith microchemistry and stable isotopes.,2022,Marine Environmental Research,10.1016/j.marenvres.2022.105797,"Teichert, N., Lize, A., Tabouret, H., Roussel, J. M., Bareille, G., Trancart, T., ... & Feunteun, E. (2022). European flounder foraging movements in an estuarine nursery seascape inferred from otolith microchemistry and stable isotopes. Marine Environmental Research, 182, 105797."
6dab3ad023dfaf8d04b531ab90ece88700e2040b,The distinction between brown trout and sea trout by the strontium content of their scales,1973,Journal of Fish Biology,10.1111/J.1095-8649.1973.TB04488.X,"Bagenal, T. B.  Mackereth, F. J. H.  & Heron, J. (1973). The distinction between brown trout and sea trout by the strontium content of their scales. Journal of Fish Biology, 5(4), 555-557."
6dc63ef9e2bda2db7722c5fa91248cf92f7a7d0b,Oxygen and carbon isotopic composition of fish otoliths,1992,Marine Biology,10.1007/BF00349696,"Iacumin, P., Bianucci, G., & Longinelli, A. (1992). Oxygen and carbon isotopic composition of fish otoliths. Marine Biology, 113, 537-542."
6e12de54ead15a0a938bd212db9557d97d1e5414,Relationship between otolith chemistry and age in a widespread pelagic teleost Arripis trutta: influence of adult movements on stock structure and implications for management,2016,Marine and Freshwater Research,10.1071/MF14247,"Hughes, J. M.  Stewart, J.  Gillanders, B. M.  Collins, D.  & Suthers, I. M. (2015). Relationship between otolith chemistry and age in a widespread pelagic teleost Arripis trutta: influence of adult movements on stock structure and implications for management. Marine and Freshwater Research, 67(2), 224-237."
6e30d5d2525cdcb989720ee5001a0451853c30a2,"Stable isotopes of sulfur, carbon, and nitrogen as indicators of trophic level and fish migration in the lower Mackenzie river basin, Canada",1991,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/F91-265,"Hesslein, R. H., Capel, M. J., Fox, D. E., & Hallard, K. A. (1991). Stable isotopes of sulfur, carbon, and nitrogen as indicators of trophic level and fish migration in the lower Mackenzie River basin, Canada. Canadian Journal of Fisheries and Aquatic Sciences, 48(11), 2258-2265."
6e797186f0b57d6fa707238e7c4f1b2a6e672a8c,Application of otolith chemistry at multiple life history stages to assess population structure of Warsaw grouper in the Gulf of Mexico,2020,Marine Ecology Progress Series,10.3354/meps13457,"Sanchez, P. J.  Rooker, J. R.  Sluis, M. Z.  Pinsky, J.  Dance, M. A.  Falterman, B.  & Allman, R. J. (2020). Application of otolith chemistry at multiple life history stages to assess population structure of Warsaw grouper in the Gulf of Mexico. Marine Ecology Progress Series, 651, 111-123."
6ea875e1e8e08b42cc1321e48ac525b55dcc7d7c,Effects of pre-treatments on bulk stable isotope ratios in fish samples: A cautionary note for studies comparisons.,2019,Rapid communications in mass spectrometry : RCM,10.1002/rcm.8344,"Connan, M., Hall, G., & Smale, M. (2019). Effects of pre-treatments on bulk stable isotope ratios in fish samples: A cautionary note for studies comparisons. Rapid Communications in Mass Spectrometry, 33(3), 291-302."
6eaf924564e8754cd24c71753d1994b52717600b,Seeking the True Time: Exploring Otolith Chemistry as an Age-Determination Tool.,2020,Journal of Fish Biology,10.1111/jfb.14422,"Heimbrand, Y.  Limburg, K. E.  Hussy, K.  Casini, M.  Sjoberg, R.  Palmen Bratt, A. M.  . . & Ohlund, J. (2020). Seeking the true time: Exploring otolith chemistry as an age-determination tool. Journal of Fish Biology, 97(2), 552-565."
6f215e039da0006f7c7a04da2661ce564684146b,High plasticity in short- and medium-scale movements in two catfish species from the Parana Basin,2023,Environmental Biology of Fishes,10.1007/s10641-023-01390-5,"Avigliano, E., Pouilly, M., Silva, N., & Sanchez, S. (2023). High plasticity in short-and medium-scale movements in two catfish species from the Parana Basin. Environmental Biology of Fishes, 106(3), 541-552"
6f2655db0eb3f6e95ccd295c5ce20471bf80ebf7,Inferring individual marine migration from otolith ecogeochemical signatures of a wide-ranging fish,2022,Frontiers in Marine Science,10.3389/fmars.2022.1071081,"Hanson, N., Ounsley, J., Middlemas, S. J., Gilbey, J., & Todd, C. D. Inferring individual marine migration from otolith ecogeochemical signatures of a wide-ranging fish. Frontiers in Marine Science, 2586."
6f52f9c37ef825c6bcb3c2b78e639c3991858616,Trace metals in Japanese eel Anguilla japonica in relation to ecological migratory types and growth stages,2010,Estuarine Coastal and Shelf Science,10.1016/J.ECSS.2010.01.027,"Le, D. Q.  Chino, N.  Shirai, K.  & Arai, T. (2010). Trace metals in Japanese eel Anguilla japonica in relation to ecological migratory types and growth stages. Estuarine, Coastal and Shelf Science, 87(3), 405-410."
6f7ef29638c9043685e5a5a52a71edc1dcfd5355,Age validation of Pacific cod (Gadus macrocephalus) using high-resolution stable oxygen isotope (d 18O) chronologies in otoliths,2017,Fisheries Research,10.1016/J.FISHRES.2016.09.024,"Kastelle, C. R.  Helser, T. E.  McKay, J. L.  Johnston, C. G.  Anderl, D. M.  Matta, M. E.  & Nichol, D. G. (2017). Age validation of Pacific cod (Gadus macrocephalus) using high-resolution stable oxygen isotope (d18O) chronologies in otoliths. Fisheries Research, 185, 43-53."
6face94542a36db87719f88407a5832d6d1d8bba,"Flexible Life History Strategies of Ninespine Sticklebacks, Genus Pungitius",2005,Environmental Biology of Fishes,10.1007/s10641-005-3221-5,"Arai, T.  & Goto, A. (2005). Flexible life history strategies of ninespine sticklebacks, genus Pungitius. Environmental Biology of Fishes, 74(1), 43-50."
7023d784c59456703ac5ecfc6dfabb8ace16b7f8,"Genetics, recruitment, and migration patterns of Arctic cisco (Coregonus autumnalis) in the Colville River, Alaska, and Mackenzie River, Canada",2013,Polar Biology,10.1007/s00300-013-1372-y,"Zimmerman, C. E.  Ramey, A. M.  Turner, S. M.  Mueter, F. J.  Murphy, S. M.  & Nielsen, J. L. (2013). Genetics, recruitment, and migration patterns of Arctic cisco (Coregonus autumnalis) in the Colville River, Alaska, and Mackenzie River, Canada. Polar biology, 36(11), 1543-1555."
702fae682d185fb7cdc6017e3f9b2a845d7bf45a,Otolith Trace Element Chemistry as an Indicator of Anadromy in Yukon River Drainage Coregonine Fishes,2007,Transactions of The American Fisheries Society,10.1577/T06-040.1,"Brown, R. J.  Bickford, N.  & Severin, K. (2007). Otolith trace element chemistry as an indicator of anadromy in Yukon River drainage coregonine fishes. Transactions of the American Fisheries Society, 136(3), 678-690."
703da1be893c02589e82ec807f817613706e51d3,Spatial and Temporal Movements of White Sucker: Implications for Use as a Sentinel Species,2010,Transactions of The American Fisheries Society,10.1577/T09-172.1,"Doherty, C. A., Curry, R. A., & Munkittrick, K. R. (2010). Spatial and temporal movements of white sucker: implications for use as a sentinel species. Transactions of the American Fisheries Society, 139(6), 1818-1827."
704c5b9316b0746022f079ead08201f1c4172bc0,Age-structured otolith chemistry profiles revealing the migration of Conger myriaster in China Seas,2021,Fisheries Research,10.1016/J.FISHRES.2021.105938,"Mu, X.  Zhang, C.  Zhang, C.  Yang, J.  & Ren, Y. (2021). Age-structured otolith chemistry profiles revealing the migration of Conger myriaster in China Seas. Fisheries Research, 239, 105938."
70f879dc95c69aa895e9e3182101df31cd0e0eb5,"Chemical tracers guide identification of the location and source of persistent organic pollutants in juvenile Chinook salmon (Oncorhynchus tshawytscha), migrating seaward through an estuary with multiple contaminant inputs.",2019,The Science of the total environment,10.1016/j.scitotenv.2019.135516,"O'Neill, S. M.  Carey, A. J.  Harding, L. B.  West, J. E.  Ylitalo, G. M.  & Chamberlin, J. W. (2020). Chemical tracers guide identification of the location and source of persistent organic pollutants in juvenile Chinook salmon (Oncorhynchus tshawytscha), migrating seaward through an estuary with multiple contaminant inputs. Science of The Total Environment, 712, 135516."
7171c2cdffdcb0bdec015feb75f5e54238b9fb06,Alteration of Otolith Aragonite: Effects of Prehistoric Cooking Methods on Otolith Chemistry,2002,Journal of Archaeological Science,10.1006/JASC.2001.0694,"Andrus, C. F. T., & Crowe, D. E. (2002). Alteration of otolith aragonite: effects of prehistoric cooking methods on otolith chemistry. Journal of Archaeological Science, 29(3), 291-299."
7172948d8f52faf3f97f0f4c25940fc2aa48bd70,Otolith chemistry indicates walleye movement and entrainment in a large serial reservoir system,2017,Fisheries Management and Ecology,10.1111/FME.12224,"Carlson, A. K.  Fincel, M. J.  & Graeb, B. D. S. (2017). Otolith chemistry indicates walleye movement and entrainment in a large serial reservoir system. Fisheries Management and Ecology, 24(3), 217-229."
718dfb63a9f8973f520e11241abbc3c25bd1dff0,Otolith chemistry as an indicator of movements of albacore (Thunnus alalunga) in the North Atlantic Ocean,2016,Marine and Freshwater Research,10.1071/MF15097,"Fraile, I.  Arrizabalaga, H.  Santiago, J.  Goni, N.  Arregi, I.  Madinabeitia, S.  . . & Rooker, J. R. (2016). Otolith chemistry as an indicator of movements of albacore (Thunnus alalunga) in the North Atlantic Ocean. Marine and Freshwater Research, 67(7), 1002-1013."
71a8e0e178985a9016f30a56486b8d711c268cab,"Migration of Precocious Male Hatchery Chinook Salmon in the Umatilla River, Oregon",2003,North American Journal of Fisheries Management,10.1577/M02-015,"Zimmerman, C. E.  Wes Stonecypher Jr, R.  & Hayes, M. C. (2003). Migration of precocious male hatchery Chinook salmon in the Umatilla River, Oregon. North American Journal of Fisheries Management, 23(3), 1006-1014."
71b3f984aa1bc190bad1f9866b4273b31d08f591,"Recruitment contributions and natal fidelity in tributary rivers of the Grand Lake, Oklahoma, Paddlefish stock",2021,Fisheries Management and Ecology,10.1111/fme.12521,"Schooley, J. D.  Whitledge, G. W.  & Scarnecchia, D. L. (2022). Recruitment contributions and natal fidelity in tributary rivers of the Grand Lake, Oklahoma, Paddlefish stock. Fisheries Management and Ecology, 29(3), 213-223."
71c9f1eb0a0a8c91aee093808825ac667d9d807c,Habitat use of juvenile striped bass Morone saxatilis (Actinopterygii: Moronidae) in rivers spanning a salinity gradient across a shallow wind-driven estuary,2014,Environmental Biology of Fishes,10.1007/s10641-014-0344-6,"Mohan, J. A.  Halden, N. M.  & Rulifson, R. A. (2015). Habitat use of juvenile striped bass Morone saxatilis (Actinopterygii: Moronidae) in rivers spanning a salinity gradient across a shallow wind-driven estuary. Environmental Biology of Fishes, 98(4), 1105-1116."
71d62c3ee36d215cd93da99d9e59b6019c96faea,North American continental seasonality during the last millennium: high-resolution analysis of sagittal otoliths,1998,"Palaeogeography, Palaeoclimatology, Palaeoecology",10.1016/S0031-0182(97)00137-5,"Patterson, W. P. (1998). North American continental seasonality during the last millennium: high-resolution analysis of sagittal otoliths. Palaeogeography, Palaeoclimatology, Palaeoecology, 138(1-4), 271-303."
71eae495fa41fc4c81267811b3908c8f0181bb2c,Identification of Bighead Carp and Silver Carp early-life environments and inferring Lock and Dam 19 passage in the Upper Mississippi River: insights from otolith chemistry,2018,Biological Invasions,10.1007/s10530-018-1881-2,"Whitledge, G. W.  Knights, B.  Vallazza, J.  Larson, J.  Weber, M. J.  Lamer, J. T.  . . & Norman, J. D. (2019). Identification of Bighead Carp and Silver Carp early-life environments and inferring Lock and Dam 19 passage in the Upper Mississippi River: insights from otolith chemistry. Biological Invasions, 21(3), 1007-1020."
71f01ccaea5752c751b9d81f0ac901b23c8c8195,"Use of stable isotopes to distinguish farmed from wild Atlantic salmon, Salmo salar",2004,Ecology of Freshwater Fish,10.1111/J.1600-0633.2004.00057.X,"Dempson, J. B.  & Power, M. (2004). Use of stable isotopes to distinguish farmed from wild Atlantic salmon, Salmo salar. Ecology of Freshwater Fish, 13(3), 176-184."
728174d96de0adb096980a20a849f7cfbfd3214d,ELEMENTAL FINGERPRINTS IN OTOLITHS OF JUVENILE YELLOWFIN TUNA FROM SPAWNING GROUNDS IN THE ATLANTIC OCEAN,2007,Collective Volume of Scientific Papers ICCAT,NA,"Shuford, R. L.  Dean, J. M.  Stequert, B.  & LaBonne, M. (2007). Elemental fingerprints in otoliths of juvenile yellowfin tuna from spawning grounds in the Atlantic Ocean. Collective Volume of Scientific Papers ICCAT, 60, 314-329."
72a90bed61262fb7be5831de62c66a3df9ca0b81,Contribution to Mediterranean medieval dietary studies: Stable carbon and nitrogen isotope data of marine and catadromous fish from Provence (9th-14th CE),2022,Data in Brief,10.1016/j.dib.2022.108016,"Mion, L.  Andre, T.  Mailloux, A.  Sternberg, M.  Muniz, A. M.  Rosello-Izquierdo, E.  . . & Herrscher, E. (2022). Contribution to Mediterranean medieval dietary studies: Stable carbon and nitrogen isotope data of marine and catadromous fish from Provence (9th-14th CE). Data in Brief, 41, 108016."
732e3bebaf53b5a4929ad022d7fc4bfdc7080cc2,The morphology and chemistry of the scales of the orange roughy and the smooth and spiky oreo dories.,1991,Tissue & cell,10.1016/0040-8166(91)90023-M,"Gauldie, R. W.  Coote, G.  West, I. F.  & Mulligan, K. P. (1991). The morphology and chemistry of the scales of the orange roughy and the smooth and spiky oreo dories. Tissue and Cell, 23(5), 677-708."
735b295722b4860593530e7bdd4e899709a794fe,Natal homing in a marine fish metapopulation.,2001,Science,10.1126/SCIENCE.291.5502.297,"Thorrold, S. R.  Latkoczy, C.  Swart, P. K.  & Jones, C. M. (2001). Natal homing in a marine fish metapopulation. Science, 291(5502), 297-299."
73c934cff5baaa29235d0388b4f14133c95415f7,Unravelling the life history of Amazonian fishes through otolith microchemistry,2016,Royal Society Open Science,10.1098/rsos.160206,"Hermann, T. W.  Stewart, D. J.  Limburg, K. E.  & Castello, L. (2016). Unravelling the life history of Amazonian fishes through otolith microchemistry. Royal Society Open Science, 3(6), 160206."
743a3386a7a70ddd661d7e2a0ddc9316c1d2cc98,Multi-tissue stable isotope analysis and acoustic telemetry reveal seasonal variability in the trophic interactions of juvenile bull sharks in a coastal estuary.,2014,The Journal of animal ecology,10.1111/1365-2656.12106,"Matich, P., & Heithaus, M. R. (2014). Multi-tissue stable isotope analysis and acoustic telemetry reveal seasonal variability in the trophic interactions of juvenile bull sharks in a coastal estuary. Journal of Animal Ecology, 199-213."
743bf615a51f0bde6b6592d3873086e6f2db9b4f,Migration history of an ariid Indian catfish reconstructed by otolith Sr/Ca and d18O micro-analysis,2015,Geochemical Journal,10.2343/GEOCHEMJ.2.0371,"Kubota, K.  Yokoyama, Y.  Kawakubo, Y.  Seki, A.  Sakai, S.  Ajithprasad, P.  . . & Osada, T. (2015). Migration history of an ariid Indian catfish reconstructed by otolith Sr/Ca and d18O micro-analysis. Geochemical Journal, 49(5), 469-480."
74acc0abe167ea28672aba1fb9328daad2345b6c,Leave forever or return home? The case of the whitemouth croaker Micropogonias furnieri in coastal systems of southeastern Brazil indicated by otolith microchemistry.,2019,Marine Environmental Research,10.1016/j.marenvres.2018.11.015,"Franco, T. P.  Albuquerque, C. Q.  Santos, R. S.  Saint'Pierre, T. D.  & Araujo, F. G. (2019). Leave forever or return home? The case of the whitemouth croaker Micropogonias furnieri in coastal systems of southeastern Brazil indicated by otolith microchemistry. Marine Environmental Research, 144, 28-35."
74d95da54ce12fe3c9abe22cbf0194093a2b0e40,Otolith oxygen isotopes measured by high-precision secondary ion mass spectrometry reflect life history of a yellowfin sole (Limanda aspera).,2013,Rapid communications in mass spectrometry : RCM,10.1002/rcm.6502,"Matta, M. E., Orland, I. J., Ushikubo, T., Helser, T. E., Black, B. A., & Valley, J. W. (2013). Otolith oxygen isotopes measured by high-precision secondary ion mass spectrometry reflect life history of a yellowfin sole (Limanda aspera). Rapid Communications in Mass Spectrometry, 27(6), 691-699."
74e0ea8dc8ca19b0826b78db13c47e2a646987f2,"Differences in the Trace Element Deposition in Otoliths Between Marine- and Freshwater-resident Japanese Eels, Anguilla japonica, as Determined by Laser Ablation ICPMS",2006,Environmental Biology of Fishes,10.1007/s10641-006-0010-8,"Arai, T.  & Hirata, T. (2006). Differences in the trace element deposition in otoliths between marine-and freshwater-resident Japanese eels, Anguilla japonica, as determined by laser ablation ICPMS. Environmental Biology of Fishes, 75(2), 173-182."
750e3f01c38a5ed33a87b8c9dd9e60df9de98c31,Using otolith microchemistry to distinguish Atlantic salmon (Salmo salar) parr from different natal streams,2005,Fisheries Research,10.1016/J.FISHRES.2004.09.004,"Cameron, L.  Baumgartner, L.  Butler, G.  Bucher, D.  & Lou, D. C. (2016). Using otolith microchemistry to differentiate between stocked and unstocked Australian bass (Percalates novemaculeata). Fisheries Research, 183, 86-91."
7514c2198a49e9c9a16bff15f9a344f1362d4459,Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean,2019,Progress in Oceanography,10.1016/J.POCEAN.2019.04.003,"Ohshimo, S.  Madigan, D. J.  Kodama, T.  Tanaka, H.  Komoto, K.  Suyama, S.  . . & Yamakawa, T. (2019). Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean. Progress in oceanography, 175, 124-138."
751acef691d238ded3e207c4106caf3d54fe2ad1,Complex life histories of fishes revealed through natural information storage devices: case studies of diadromous events as recorded by otoliths,2000,Nuclear Instruments & Methods in Physics Research Section B-beam Interactions With Materials and Atoms,10.1016/S0168-583X(99)00923-4,"Elfman, M., Limburg, K. E., Kristiansson, P., Svedang, H., Westin, L., Wickstrom, H., ... & Pallon, J. (2000). Complex life histories of fishes revealed through natural information storage devices: case studies of diadromous events as recorded by otoliths. Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms, 161, 877-881."
751f2eeba45e7a336a4de782a304bad663ae2fab,Using forensic geochemistry via fish otoliths to investigate an illegal fish introduction,2018,Canadian Journal of Fisheries and Aquatic Sciences,10.1139/CJFAS-2018-0082,"Bourret, S. L.  & Clancy, N. G. (2018). Using forensic geochemistry via fish otoliths to investigate an illegal fish introduction. Canadian Journal of Fisheries and Aquatic Sciences, 75(11), 1778-1783."
7521d594f3f5ce87003f7138b8f9457153a8e97c,Species- and size-related patterns in stable isotopes and mercury concentrations in fish help refine marine ecosystem indicators and provide evidence for distinct management units for hake in the Northeast Atlantic,2014,ICES Journal of Marine Science,10.1093/ICESJMS/FST199,"Chouvelon, T.  Caurant, F.  Cherel, Y.  Simon-Bouhet, B.  Spitz, J.  & Bustamante, P. (2014). Species-and size-related patterns in stable isotopes and mercury concentrations in fish help refine marine ecosystem indicators and provide evidence for distinct management units for hake in the Northeast Atlantic. ICES Journal of Marine Science, 71(5), 1073-1087."
75339195070c983c0fbc460901eb89ebea78d2a1,Otolith Microchemistry and Demographic History Provide New Insight into the Migratory Behavior and Heterogeneous Genetic Divergence of Coilia grayii in the Pearl River,2022,Fishes,10.3390/fishes7010023,"Wang, G., Tang, Q., Chen, Z., Guo, D., Zhou, L., Lai, H., & Li, G. (2022). Otolith Microchemistry and Demographic History Provide New Insight into the Migratory Behavior and Heterogeneous Genetic Divergence of Coilia grayii in the Pearl River. Fishes, 7(1), 23."
754b5e34676dbf68d4fcd2432f8dc733d1dc3d86,Isotopic and elemental profiling to trace the geographic origins of farmed and wild-caught Asian seabass (Lates calcarifer),2019,Aquaculture,10.1016/J.AQUACULTURE.2018.12.012,"Gopi, K.  Mazumder, D.  Sammut, J.  Saintilan, N.  Crawford, J.  & Gadd, P. (2019). Isotopic and elemental profiling to trace the geographic origins of farmed and wild-caught Asian seabass (Lates calcarifer). Aquaculture, 502, 56-62."
758a1b5382966a4a7940aebe241eeae858f6da74,Five decades of change in somatic growth of Pacific hake from Puget Sound and Strait of Georgia,2022,PeerJ,10.7717/peerj.13577,"Chittaro, P., Grandin, C., Pacunski, R., & Zabel, R. (2022). Five decades of change in somatic growth of Pacific hake from Puget Sound and Strait of Georgia. PeerJ, 10, e13577."
75bc51e3a3dc1c45d6642c96948706839b619ca7,Genetic and otolith isotopic markers identify salmon populations in the Columbia River at broad and fine geographic scales,2010,Environmental Biology of Fishes,10.1007/s10641-010-9662-5,"Barnett-Johnson, R.  Teel, D. J.  & Casillas, E. (2010). Genetic and otolith isotopic markers identify salmon populations in the Columbia River at broad and fine geographic scales. Environmental Biology of Fishes, 89(3), 533-546."
75bc8b38484a039374411bec37a2942b12da179f,Spatial and temporal trends in stable carbon and oxygen isotope ratios of juvenile winter flounder otoliths,2011,Environmental Biology of Fishes,10.1007/s10641-011-9890-3,"Pruell, R. J.  Taplin, B. K.  & Karr, J. D. (2012). Spatial and temporal trends in stable carbon and oxygen isotope ratios of juvenile winter flounder otoliths. Environmental Biology of Fishes, 93(1), 61-71."
7652d2f9fc749447d2ffe07477b40b538f3d53c6,Foraging depth depicts resource partitioning and contamination level in a pelagic shark assemblage: Insights from mercury stable isotopes.,2021,Environmental pollution,10.1016/j.envpol.2021.117066,"Besnard, L., Le Croizier, G., Galvan-Magana, F., Point, D., Kraffe, E., Ketchum, J., ... & Schaal, G. (2021). Foraging depth depicts resource partitioning and contamination level in a pelagic shark assemblage: Insights from mercury stable isotopes. Environmental Pollution, 283, 117066."
76531766aedb1530180ce535a0a92f30e4eb01d9,Using stable isotopes and C:N ratios to examine the life-history strategies and nutritional sources of larval lampreys.,2016,Journal of Fish Biology,10.1111/jfb.12858,"Evans, T. M., & Bauer, J. E. (2016). Using stable isotopes and C: N ratios to examine the life-history strategies and nutritional sources of larval lampreys. Journal of fish biology, 88(2), 638-654."
765782744b8b0c48d04713602cd7177005efb883,Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean.,2021,Marine Pollution Bulletin,10.1016/j.marpolbul.2021.112853,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
7659bda511d5cd50664e9e07a32a2ea1e57e8ec1,Characterizing the bull shark Carcharhinus leucas habitat in Fiji by the chemical and isotopic compositions of their teeth,2015,Environmental Biology of Fishes,10.1007/s10641-015-0386-4,"Kocsis, L., Vennemann, T. W., Ulianov, A., & Brunnschweiler, J. M. (2015). Characterizing the bull shark Carcharhinus leucas habitat in Fiji by the chemical and isotopic compositions of their teeth. Environmental Biology of Fishes, 98, 1609-1622."
